type,team,year,norm_epa,blue_banners,event_wins,event_finalists,total_awards,rank,elim_progression,state,worlds_winrate,worlds_qual_winrate,state_epa_rank,state_epa_percentile,total_epa_rank,total_epa_percentile,elim_alliance,elim_pick,count
regular,1,2008,1628,0,0,1,3,74.0,0,GA,0.2857,0.2857,19.0,0.8376,144.0,0.9039,,-1,
regular,1,2009,1601,0,0,1,3,62.0,0,GA,0.4286,0.4286,33.0,0.75,250.0,0.8507,,-1,
regular,1,2010,1686,0,0,1,2,80.0,0,GA,0.3,0.3,24.0,0.8235,88.0,0.9511,,-1,
regular,1,2012,1564,0,0,0,1,70.0,0,MO,0.4444,0.4444,75.0,0.6053,511.0,0.7809,,-1,
regular,1,2015,1647,0,0,0,0,40.0,0,MO,0.0,0.0,55.0,0.8406,239.0,0.9168,,3,
regular,100,2007,1819,1,1,0,3,32.0,3,GA,0.5,0.5714,4.0,0.9677,14.0,0.989,,-1,
regular,100,2008,1788,1,1,0,4,14.0,6,GA,0.6923,0.7143,4.0,0.9716,21.0,0.986,,-1,
regular,100,2010,1678,1,1,1,5,45.0,0,GA,0.55,0.55,9.0,0.9412,98.0,0.9455,,-1,
regular,100,2012,1570,0,0,0,1,89.0,0,MO,0.2222,0.2222,35.0,0.8205,468.0,0.7993,,-1,
regular,100,2015,1502,0,0,0,1,69.0,0,MO,0.0,0.0,96.0,0.5932,1228.0,0.5726,,-1,
regular,100,2018,1510,0,0,1,2,40.0,0,TX,0.5,0.5,126.0,0.5962,1527.0,0.5778,,-1,
regular,100,2023,1571,1,1,0,2,74.0,0,TX,0.2,0.2,69.0,0.7444,730.0,0.7777,,-1,
regular,1000,2011,1512,0,0,0,0,49.0,0,MO,0.5,0.5,20.0,0.4118,749.0,0.6352,,-1,
regular,1001,2007,1588,0,0,0,0,67.0,0,GA,0.3571,0.3571,3.0,0.9063,210.0,0.8346,,-1,
regular,1002,2007,1439,0,0,0,2,82.0,0,GA,0.1429,0.1429,9.0,0.1,973.0,0.2339,,-1,
regular,1002,2009,1513,0,0,0,1,8.0,2,GA,0.6667,0.8571,12.0,0.5714,657.0,0.6078,,-1,
regular,1002,2010,1522,0,0,0,2,67.0,0,GA,0.3,0.3,7.0,0.7667,606.0,0.6631,,-1,
regular,1002,2015,1526,0,0,0,0,47.0,0,MO,0.0,0.0,15.0,0.75,930.0,0.6763,,-1,
regular,1002,2017,1603,1,1,1,4,14.0,5,TX,0.6,0.6,12.0,0.8356,473.0,0.858,Alliance 3,1,
regular,1002,2018,1575,0,0,1,4,20.0,0,TX,0.6,0.6,16.0,0.8025,726.0,0.7993,,-1,
regular,101,2017,1577,0,0,0,0,65.0,0,MO,0.35,0.35,12.0,0.7857,666.0,0.8001,,-1,
regular,1011,2007,1529,0,0,0,1,32.0,0,GA,0.5714,0.5714,7.0,0.7407,410.0,0.6772,,-1,
regular,1011,2012,1539,0,0,0,3,84.0,0,MO,0.3333,0.3333,14.0,0.6818,697.0,0.7011,,-1,
regular,1011,2013,1533,0,0,0,4,58.0,0,MO,0.5,0.5,15.0,0.6591,780.0,0.6891,,-1,
regular,1011,2014,1514,0,0,0,2,96.0,0,MO,0.1,0.1,16.0,0.6667,1089.0,0.5962,,-1,
regular,1011,2015,1539,1,0,0,4,52.0,0,MO,0.0,0.0,12.0,0.7647,812.0,0.7174,,-1,
regular,1011,2016,1632,1,1,0,3,43.0,4,MO,0.4286,0.4,5.0,0.9,286.0,0.9082,Alliance 7,2,
regular,1011,2017,1643,4,3,0,7,8.0,6,TX,0.8125,0.7,3.0,0.9474,178.0,0.9466,Alliance 1,1,
regular,1011,2018,1693,1,0,1,2,14.0,2,TX,0.625,0.75,3.0,0.95,167.0,0.9538,Alliance 8,2,
regular,1013,2007,1568,1,1,0,1,60.0,0,GA,0.4286,0.4286,4.0,0.8519,265.0,0.7913,,-1,
regular,1013,2008,1484,1,1,0,1,57.0,0,GA,0.4286,0.4286,16.0,0.5789,796.0,0.4686,,-1,
regular,1013,2009,1506,1,1,0,2,87.0,0,GA,0.0,0.0,13.0,0.6486,709.0,0.5767,,-1,
regular,1014,2008,1538,0,0,0,0,56.0,0,GA,0.4286,0.4286,6.0,0.8378,426.0,0.7156,,-1,
regular,1014,2009,1562,1,0,0,1,33.0,0,GA,0.5714,0.5714,6.0,0.8571,376.0,0.7755,,-1,
regular,1014,2011,1621,0,0,0,1,4.0,2,MO,0.75,0.9,7.0,0.8511,238.0,0.8841,,0,
regular,1014,2012,1585,1,0,0,1,19.0,0,MO,0.4444,0.4444,9.0,0.8393,379.0,0.8375,,-1,
regular,1014,2014,1559,0,0,0,1,88.0,0,MO,0.3,0.3,22.0,0.6,663.0,0.7542,,-1,
regular,1015,2007,1548,1,1,0,2,58.0,0,GA,0.4286,0.4286,38.0,0.6449,325.0,0.7441,,-1,
regular,1018,2012,1523,0,0,0,0,97.0,0,MO,0.2222,0.2222,22.0,0.4762,837.0,0.6411,,-1,
regular,1018,2017,1797,1,1,0,4,13.0,2,MO,0.5,0.6,2.0,0.9583,28.0,0.9916,Alliance 8,2,
regular,1018,2018,1644,0,0,0,3,46.0,3,MI,0.4615,0.5,8.0,0.8367,281.0,0.9223,Alliance 5,2,
regular,102,2007,1474,0,0,0,1,53.0,0,GA,0.4286,0.4286,30.0,0.4737,727.0,0.4276,,-1,
regular,102,2008,1599,1,1,0,3,64.0,0,GA,0.2857,0.2857,12.0,0.8095,196.0,0.8692,,-1,
regular,102,2009,1712,0,0,0,1,9.0,5,GA,0.6667,0.7143,3.0,0.9508,60.0,0.9642,,-1,
regular,102,2010,1634,1,1,0,2,35.0,6,GA,0.5313,0.6,8.0,0.873,168.0,0.9066,,-1,
regular,102,2015,1477,0,0,0,3,71.0,0,MO,0.0,0.0,54.0,0.2603,1644.0,0.4278,,-1,
regular,1023,2008,1559,0,0,0,0,51.0,0,GA,0.4286,0.4286,42.0,0.641,330.0,0.7797,,-1,
regular,1023,2009,1418,0,0,0,2,86.0,0,GA,0.0,0.0,121.0,0.0833,1424.0,0.1499,,-1,
regular,1023,2011,1803,3,1,1,7,23.0,5,MO,0.5333,0.6,8.0,0.9524,22.0,0.9893,,2,
regular,1023,2012,1867,3,2,0,7,16.0,2,MO,0.7273,0.8889,3.0,0.9842,12.0,0.9949,,1,
regular,1023,2014,1793,3,2,0,6,9.0,3,MO,0.6923,0.8,9.0,0.9675,33.0,0.9878,,1,
regular,1023,2015,1958,5,4,0,8,1.0,2,MO,1.0,0.0,1.0,0.9971,3.0,0.999,,0,
regular,1023,2016,1761,1,1,2,8,28.0,3,MO,0.4615,0.5,13.0,0.9684,60.0,0.9807,Alliance 7,1,
regular,1023,2017,1694,0,0,1,6,16.0,3,MO,0.5385,0.6,27.0,0.9397,146.0,0.9562,Alliance 8,2,
regular,1023,2018,1713,1,1,0,3,35.0,3,MI,0.5385,0.6,28.0,0.9447,136.0,0.9624,Alliance 6,1,
regular,1023,2019,1749,1,1,3,8,9.0,2,MI,0.5833,0.7,19.0,0.9647,84.0,0.9777,Alliance 5,1,
regular,1023,2022,1747,2,1,1,4,41.0,5,TX,0.5333,0.6,9.0,0.98,69.0,0.9774,Alliance 7,1,
regular,1023,2023,1637,1,0,0,4,19.0,4,TX,0.5714,0.6,47.0,0.9015,300.0,0.9086,Alliance 7,1,
regular,1024,2007,1510,0,0,0,1,39.0,0,GA,0.5714,0.5714,10.0,0.6,500.0,0.6063,,-1,
regular,1024,2008,1857,3,3,0,8,11.0,8,GA,0.7333,0.7143,1.0,0.963,13.0,0.9913,,-1,
regular,1024,2009,1609,1,1,0,3,41.0,0,GA,0.5714,0.5714,8.0,0.7333,220.0,0.8687,,-1,
regular,1024,2011,1642,0,0,0,0,63.0,0,MO,0.5,0.5,7.0,0.7941,189.0,0.9079,,-1,
regular,1024,2015,1719,2,2,1,7,10.0,0,MO,0.0,0.0,5.0,0.898,92.0,0.968,,1,
regular,1024,2016,1817,5,4,0,9,7.0,7,MO,0.6471,0.7,2.0,0.9592,30.0,0.9904,Alliance 3,1,
regular,1024,2018,1763,1,1,0,6,12.0,4,MI,0.7143,0.8,2.0,0.9592,67.0,0.9815,Alliance 6,2,
regular,1024,2019,1580,1,1,0,4,29.0,0,MI,0.6,0.6,21.0,0.6316,745.0,0.8019,,-1,
regular,1025,2008,1567,0,0,0,3,31.0,0,GA,0.5714,0.5714,36.0,0.6923,296.0,0.8024,,-1,
regular,1025,2015,1649,1,1,1,4,45.0,0,MO,0.0,0.0,54.0,0.8435,233.0,0.9189,,-1,
regular,1025,2017,1631,2,1,0,3,17.0,0,MO,0.6,0.6,59.0,0.8683,322.0,0.9033,Alliance 3,3,
regular,1025,2018,1678,1,1,1,5,41.0,0,MI,0.4,0.4,40.0,0.9209,204.0,0.9436,Alliance 6,3,
regular,1025,2019,1705,1,1,0,6,31.0,0,MI,0.55,0.55,33.0,0.9388,144.0,0.9617,Alliance 6,3,
regular,1025,2023,1601,0,0,2,3,65.0,0,TX,0.3,0.3,84.0,0.8239,494.0,0.8496,,-1,
regular,1026,2007,1538,0,0,0,1,22.0,0,GA,0.7143,0.7143,11.0,0.5,361.0,0.7157,,-1,
regular,1029,2007,1450,0,0,0,0,63.0,0,GA,0.3571,0.3571,34.0,0.1905,889.0,0.3,,-1,
regular,103,2007,1697,1,1,0,5,79.0,0,GA,0.1429,0.1429,3.0,0.9286,53.0,0.9583,,-1,
regular,103,2008,1850,1,1,1,6,26.0,5,GA,0.5833,0.5714,1.0,0.98,12.0,0.992,,-1,
regular,103,2010,1685,0,0,1,3,29.0,0,GA,0.7,0.7,2.0,0.9556,89.0,0.9505,,-1,
regular,103,2011,1692,1,0,0,5,26.0,8,MO,0.6111,0.6,4.0,0.9167,97.0,0.9528,,2,
regular,103,2012,1752,0,0,1,4,45.0,0,MO,0.6111,0.6111,3.0,0.9538,48.0,0.9794,,-1,
regular,103,2013,1741,0,0,1,4,21.0,2,MO,0.5,0.625,4.0,0.9437,61.0,0.9757,,1,
regular,103,2014,1594,0,0,0,0,80.0,0,MO,0.3,0.3,12.0,0.8286,423.0,0.8432,,-1,
regular,103,2015,1614,0,0,0,2,35.0,0,MO,0.0,0.0,7.0,0.9054,344.0,0.8803,,3,
regular,103,2016,1522,0,0,0,2,66.0,0,MO,0.2,0.2,35.0,0.4853,1118.0,0.641,,-1,
regular,103,2017,1562,2,2,0,6,55.0,0,MO,0.4,0.4,24.0,0.6418,830.0,0.7508,,-1,
regular,103,2018,1599,0,0,1,4,39.0,0,MI,0.5,0.5,17.0,0.7463,525.0,0.8549,,-1,
regular,103,2019,1667,0,0,0,3,8.0,3,MI,0.5385,0.6,8.0,0.8806,229.0,0.9391,Alliance 7,0,
regular,103,2023,1742,0,0,1,1,3.0,2,TX,0.8333,0.9,2.0,0.9655,79.0,0.9759,Alliance 3,0,
regular,1033,2007,1426,0,0,0,0,65.0,0,GA,0.3125,0.3125,45.0,0.2105,1055.0,0.1693,,-1,
regular,1033,2008,1483,0,0,0,0,52.0,0,GA,0.4286,0.4286,29.0,0.5,816.0,0.4553,,-1,
regular,1033,2010,1557,0,0,0,1,46.0,0,GA,0.6,0.6,13.0,0.803,392.0,0.7821,,-1,
regular,1033,2012,1438,0,0,0,0,97.0,0,MO,0.1111,0.1111,46.0,0.303,1781.0,0.2363,,-1,
regular,1038,2007,1600,0,0,2,4,64.0,2,GA,0.2778,0.3571,2.0,0.9375,177.0,0.8606,,-1,
regular,1038,2008,1591,0,0,0,1,66.0,0,GA,0.2857,0.2857,2.0,0.9459,228.0,0.8478,,-1,
regular,1038,2009,1611,1,1,0,2,36.0,0,GA,0.5714,0.5714,2.0,0.9524,213.0,0.8728,,-1,
regular,1038,2012,1608,0,0,1,4,25.0,0,MO,0.7778,0.7778,7.0,0.875,284.0,0.8782,,-1,
regular,1038,2023,1616,2,0,0,5,55.0,0,TX,0.35,0.35,9.0,0.8364,415.0,0.8736,,-1,
regular,1056,2011,1703,0,0,1,3,14.0,2,MO,0.5833,0.7,2.0,0.9375,91.0,0.9557,,1,
regular,1057,2007,1534,0,0,0,0,35.0,0,GA,0.5714,0.5714,7.0,0.3,384.0,0.6976,,-1,
regular,1058,2009,1444,0,0,0,0,71.0,0,GA,0.2857,0.2857,23.0,0.1154,1245.0,0.2567,,-1,
regular,1058,2010,1775,1,1,0,2,28.0,2,GA,0.5833,0.7,1.0,0.9655,24.0,0.9867,,-1,
regular,1058,2012,1424,1,0,0,3,93.0,0,MO,0.3333,0.3333,25.0,0.1379,1920.0,0.1767,,-1,
regular,1058,2015,1606,1,0,0,3,48.0,0,MO,0.0,0.0,7.0,0.7813,372.0,0.8705,,-1,
regular,1058,2016,1724,3,3,0,6,51.0,0,MO,0.5,0.5,4.0,0.871,90.0,0.9711,Alliance 4,3,
regular,1058,2017,1783,2,2,1,5,1.0,8,MO,0.8333,0.9,1.0,0.9722,44.0,0.9868,Alliance 1,0,
regular,1058,2019,1620,1,0,0,2,55.0,0,MI,0.2,0.2,6.0,0.8667,452.0,0.8798,,-1,
regular,1065,2007,1458,0,0,0,1,62.0,0,GA,0.4286,0.4286,32.0,0.2381,844.0,0.3354,,-1,
regular,1065,2008,1595,0,0,0,0,35.0,0,GA,0.5714,0.5714,12.0,0.7209,214.0,0.8571,,-1,
regular,1065,2011,1571,0,0,0,1,46.0,0,MO,0.5,0.5,14.0,0.7455,390.0,0.81,,-1,
regular,1065,2016,1642,1,1,0,3,27.0,1,MO,0.5455,0.5,3.0,0.9571,251.0,0.9194,Alliance 1,3,
regular,107,2007,1651,0,0,0,2,33.0,7,GA,0.5714,0.5714,11.0,0.8972,88.0,0.9307,,-1,
regular,107,2008,1610,0,0,0,0,71.0,0,GA,0.2857,0.2857,22.0,0.812,174.0,0.8838,,-1,
regular,107,2009,1668,0,0,0,1,27.0,2,GA,0.4444,0.5714,15.0,0.8864,106.0,0.9367,,-1,
regular,107,2010,1660,0,0,0,1,20.0,0,GA,0.45,0.45,33.0,0.7574,121.0,0.9327,,-1,
regular,107,2012,1676,0,0,0,1,22.0,0,MO,0.7778,0.7778,24.0,0.8737,122.0,0.9477,,-1,
regular,107,2015,1801,1,0,1,4,3.0,0,MO,0.0,0.0,5.0,0.9855,28.0,0.9903,,0,
regular,107,2016,1631,1,1,0,3,51.0,1,MO,0.5455,0.6,65.0,0.8418,288.0,0.9075,Alliance 5,2,
regular,107,2017,1704,1,1,0,3,45.0,0,MO,0.4,0.4,24.0,0.9464,132.0,0.9604,,-1,
regular,107,2019,1766,2,1,1,5,16.0,2,MI,0.7083,0.75,15.0,0.9722,63.0,0.9832,Alliance 1,3,
regular,107,2022,1648,1,1,0,5,19.0,3,TX,0.6154,0.7,52.0,0.8844,232.0,0.924,Alliance 2,2,
regular,107,2023,1603,1,0,0,3,46.0,0,TX,0.4,0.4,83.0,0.826,482.0,0.8532,,-1,
regular,1071,2008,1565,0,0,0,0,7.0,2,GA,0.6667,0.8571,14.0,0.5484,303.0,0.7977,,-1,
regular,1071,2013,1554,0,0,0,1,87.0,0,MO,0.25,0.25,18.0,0.6,603.0,0.7597,,-1,
regular,1071,2017,1575,3,1,0,4,19.0,0,MO,0.6,0.6,17.0,0.66,688.0,0.7935,,-1,
regular,1071,2018,1579,0,0,0,2,21.0,0,MI,0.6,0.6,21.0,0.5882,691.0,0.809,,-1,
regular,1072,2018,1575,0,0,1,3,54.0,4,TX,0.5714,0.4,61.0,0.8045,740.0,0.7954,Alliance 1,2,
regular,1072,2019,1507,0,0,2,3,65.0,0,TX,0.1,0.1,132.0,0.5742,1593.0,0.5763,Alliance 2,3,
regular,1072,2023,1579,1,0,0,2,40.0,0,TX,0.5,0.5,66.0,0.7556,662.0,0.7984,,-1,
regular,1073,2010,1677,2,1,0,4,23.0,6,GA,0.5313,0.6,4.0,0.8621,99.0,0.945,,-1,
regular,1073,2016,1465,0,0,0,1,71.0,0,MO,0.2,0.2,23.0,0.2581,1960.0,0.3706,,-1,
regular,1073,2017,1598,2,2,0,5,24.0,3,MO,0.4615,0.5,12.0,0.6667,519.0,0.8442,Alliance 5,3,
regular,1073,2018,1606,0,0,0,3,41.0,0,MI,0.5,0.5,9.0,0.7857,482.0,0.8667,,-1,
regular,1073,2019,1595,0,0,1,9,48.0,7,MI,0.5588,0.35,9.0,0.8,603.0,0.8396,Alliance 4,2,
regular,1073,2022,1631,1,1,0,4,40.0,0,TX,0.5,0.5,5.0,0.8718,286.0,0.9063,,-1,
regular,1075,2010,1544,0,0,0,1,68.0,0,GA,0.4,0.4,23.0,0.5741,464.0,0.7421,,-1,
regular,1075,2013,1521,1,1,0,1,73.0,0,MO,0.375,0.375,39.0,0.4507,903.0,0.6401,,-1,
regular,1075,2017,1615,0,0,0,5,24.0,0,MO,0.5,0.5,32.0,0.7793,408.0,0.8775,,-1,
regular,1076,2018,1479,0,0,0,0,62.0,0,MI,0.2,0.2,313.0,0.3814,2047.0,0.4341,,-1,
regular,1076,2019,1628,1,1,1,2,8.0,1,MI,0.7273,0.8,81.0,0.8497,407.0,0.8918,Alliance 7,0,
regular,108,2007,1449,0,0,1,2,79.0,0,GA,0.2143,0.2143,35.0,0.1667,894.0,0.2961,,-1,
regular,108,2008,1598,0,0,0,2,75.0,2,GA,0.1111,0.1429,11.0,0.7442,200.0,0.8665,,-1,
regular,108,2010,1554,0,0,0,0,48.0,0,GA,0.55,0.55,17.0,0.6047,408.0,0.7732,,-1,
regular,108,2011,1462,1,1,0,1,79.0,0,MO,0.3,0.3,31.0,0.4364,1334.0,0.3502,,-1,
regular,108,2015,1551,1,1,0,1,61.0,0,MO,0.0,0.0,18.0,0.7188,681.0,0.763,,-1,
regular,108,2017,1576,0,0,1,2,23.0,1,TX,0.4545,0.5,16.0,0.7895,678.0,0.7965,Alliance 6,3,
regular,108,2018,1531,0,0,0,0,62.0,2,TX,0.25,0.3,33.0,0.5875,1251.0,0.6541,Alliance 7,2,
regular,1080,2017,1609,0,0,0,4,26.0,6,MO,0.5625,0.5,13.0,0.8219,440.0,0.8679,Alliance 5,2,
regular,1086,2007,1556,0,0,0,1,16.0,0,GA,0.7143,0.7143,10.0,0.8246,299.0,0.7646,,-1,
regular,1086,2008,1711,2,1,0,3,32.0,2,GA,0.4444,0.5714,2.0,0.9655,53.0,0.9646,,-1,
regular,1086,2009,1680,2,1,0,4,66.0,0,GA,0.4286,0.4286,4.0,0.9322,90.0,0.9463,,-1,
regular,1086,2010,1812,3,2,0,6,1.0,6,GA,0.875,1.0,1.0,0.9848,17.0,0.9906,,-1,
regular,1086,2011,1652,1,0,0,2,42.0,0,MO,0.5,0.5,4.0,0.9412,162.0,0.9211,,-1,
regular,1086,2013,1508,2,0,0,5,92.0,0,MO,0.25,0.25,26.0,0.6176,1069.0,0.5739,,-1,
regular,1086,2014,1552,1,0,0,3,82.0,0,MO,0.3,0.3,18.0,0.7465,716.0,0.7345,,-1,
regular,1086,2015,1578,0,0,1,5,40.0,0,MO,0.0,0.0,8.0,0.8933,487.0,0.8305,,3,
regular,1086,2016,1673,5,3,0,8,49.0,0,MO,0.4,0.4,4.0,0.9487,180.0,0.9422,Alliance 2,3,
regular,1086,2017,1455,1,0,1,4,67.0,0,MO,0.3,0.3,55.0,0.2466,2191.0,0.3422,,-1,
regular,1086,2019,1531,1,0,0,4,57.0,0,MI,0.2,0.2,33.0,0.56,1255.0,0.6662,,-1,
regular,1087,2007,1556,1,1,0,1,21.0,2,GA,0.4444,0.5714,6.0,0.6471,303.0,0.7614,,-1,
regular,1089,2007,1640,0,0,0,0,14.0,0,GA,0.7143,0.7143,7.0,0.8772,105.0,0.9173,,-1,
regular,1089,2008,1665,0,0,0,2,6.0,5,GA,0.7083,0.7857,4.0,0.9365,90.0,0.9399,,-1,
regular,1089,2009,1444,1,0,0,3,86.0,0,GA,0.0714,0.0714,44.0,0.2787,1244.0,0.2573,,-1,
regular,1089,2014,1714,0,0,2,4,16.0,0,MO,0.7,0.7,4.0,0.9429,92.0,0.9659,,-1,
regular,1089,2015,1550,1,0,0,3,76.0,0,MO,0.0,0.0,29.0,0.6027,700.0,0.7564,,3,
regular,1089,2016,1677,0,0,1,3,2.0,2,MO,0.6667,0.8,8.0,0.8947,167.0,0.9464,Alliance 2,0,
regular,1089,2022,1650,0,0,0,3,31.0,0,TX,0.5,0.5,6.0,0.9268,229.0,0.925,,-1,
regular,1091,2019,1495,1,1,0,1,62.0,0,MI,0.4,0.4,36.0,0.3898,1784.0,0.5255,,-1,
regular,1094,2008,1601,0,0,0,0,78.0,0,GA,0.2857,0.2857,8.0,0.8367,193.0,0.8712,,-1,
regular,1094,2011,1565,2,0,0,2,58.0,0,MO,0.4,0.4,14.0,0.7308,423.0,0.794,,-1,
regular,1094,2015,1515,0,0,0,2,74.0,0,MO,0.0,0.0,31.0,0.5507,1058.0,0.6317,,-1,
regular,1094,2019,1580,1,1,0,1,41.0,0,TX,0.4,0.4,13.0,0.8243,746.0,0.8016,Alliance 5,3,
regular,1098,2009,1497,1,0,0,1,87.0,0,GA,0.0,0.0,19.0,0.6346,779.0,0.5349,,-1,
regular,1098,2011,1651,0,0,0,1,20.0,0,MO,0.6,0.6,6.0,0.8846,164.0,0.9201,,-1,
regular,1099,2009,1554,1,1,0,2,79.0,0,GA,0.1429,0.1429,12.0,0.6364,406.0,0.7576,,-1,
regular,1099,2011,1591,2,1,0,2,32.0,0,MO,0.5,0.5,18.0,0.5714,330.0,0.8393,,-1,
regular,1099,2016,1659,0,0,1,3,17.0,0,MO,0.6,0.6,10.0,0.7917,210.0,0.9326,,-1,
regular,11,2008,1650,2,1,1,3,1.0,4,GA,0.8182,1.0,7.0,0.8889,109.0,0.9272,,-1,
regular,11,2009,1621,0,0,0,1,15.0,0,GA,0.7143,0.7143,10.0,0.8361,186.0,0.889,,-1,
regular,11,2010,1562,0,0,0,1,59.0,0,GA,0.35,0.35,19.0,0.6984,367.0,0.796,,-1,
regular,11,2011,1735,1,0,0,5,39.0,4,MO,0.5,0.5,4.0,0.9355,63.0,0.9693,,2,
regular,11,2012,1677,1,0,0,8,4.0,2,MO,0.5455,0.6667,6.0,0.9032,119.0,0.949,,0,
regular,11,2013,1788,3,2,1,6,24.0,4,MO,0.5833,0.625,3.0,0.9571,31.0,0.9876,,2,
regular,11,2014,1623,2,1,0,4,32.0,2,MO,0.5,0.6,10.0,0.8571,288.0,0.8932,,2,
regular,11,2015,1646,0,0,2,5,54.0,0,MO,0.0,0.0,11.0,0.8493,241.0,0.9161,,3,
regular,11,2016,1536,2,1,0,4,59.0,0,MO,0.3,0.3,33.0,0.5658,952.0,0.6943,Alliance 2,3,
regular,11,2017,1589,0,0,2,5,46.0,0,MO,0.3,0.3,19.0,0.7432,578.0,0.8265,Alliance 3,3,
regular,11,2019,1563,0,0,3,7,34.0,0,MI,0.5,0.5,26.0,0.6867,912.0,0.7574,,-1,
regular,11,2022,1584,0,0,1,4,55.0,0,TX,0.45,0.45,14.0,0.8293,534.0,0.8251,,-1,
regular,11,2023,1670,1,0,1,3,30.0,1,TX,0.5455,0.6,6.0,0.9326,202.0,0.9385,Alliance 4,3,
regular,1100,2007,1724,0,0,0,1,33.0,0,GA,0.5714,0.5714,2.0,0.9623,35.0,0.9724,,-1,
regular,1100,2011,1636,0,0,1,2,28.0,0,MO,0.6,0.6,6.0,0.8868,208.0,0.8987,,-1,
regular,1100,2013,1629,1,0,0,3,17.0,0,MO,0.75,0.75,5.0,0.9123,240.0,0.9043,,-1,
regular,1100,2018,1640,0,0,1,2,27.0,0,MI,0.45,0.45,4.0,0.9487,296.0,0.9182,,-1,
regular,1100,2023,1653,0,0,0,3,34.0,0,TX,0.5,0.5,9.0,0.8636,243.0,0.926,,-1,
regular,1102,2007,1719,1,0,0,3,11.0,5,GA,0.6667,0.7143,1.0,0.9545,36.0,0.9717,,-1,
regular,1102,2008,1512,1,0,0,3,51.0,0,GA,0.4286,0.4286,9.0,0.5909,582.0,0.6115,,-1,
regular,1102,2018,1721,2,2,0,3,49.0,4,TX,0.4286,0.4,1.0,0.9783,118.0,0.9674,Alliance 5,2,
regular,1102,2019,1778,0,0,1,4,10.0,3,TX,0.5385,0.6,1.0,0.9767,53.0,0.9859,Alliance 8,0,
regular,1102,2023,1680,2,2,1,4,9.0,3,TX,0.6923,0.8,2.0,0.9259,182.0,0.9446,Alliance 8,0,
regular,1108,2008,1611,1,0,0,4,12.0,0,GA,0.7143,0.7143,2.0,0.9048,171.0,0.8858,,-1,
regular,1108,2009,1513,1,0,0,3,80.0,0,GA,0.1429,0.1429,9.0,0.55,659.0,0.6066,,-1,
regular,1108,2011,1571,1,0,0,2,81.0,0,MO,0.2,0.2,6.0,0.6842,389.0,0.8105,,-1,
regular,1108,2012,1520,1,0,0,2,100.0,0,MO,0.0,0.0,8.0,0.6,864.0,0.6295,,-1,
regular,1108,2014,1670,3,1,0,4,32.0,0,MO,0.6,0.6,2.0,0.913,157.0,0.9418,,-1,
regular,111,2007,1599,1,1,1,4,15.0,4,GA,0.6364,0.7143,3.0,0.8929,182.0,0.8567,,-1,4.0
regular,111,2008,1778,1,1,1,3,5.0,4,GA,0.7273,0.8571,2.0,0.9412,25.0,0.9833,,-1,4.0
regular,111,2009,1901,3,2,0,7,1.0,6,GA,1.0,1.0,1.0,0.9783,6.0,0.9964,,-1,4.0
regular,111,2010,1821,0,0,0,5,2.0,4,GA,0.7143,0.8,1.0,0.9778,14.0,0.9922,,0,4.0
regular,111,2011,1897,3,3,0,7,9.0,7,MO,0.8235,0.8,1.0,0.9756,4.0,0.9981,,1,4.0
regular,111,2012,1810,1,1,1,5,48.0,2,MO,0.5455,0.6667,2.0,0.963,25.0,0.9893,,1,4.0
regular,111,2013,1786,1,1,0,4,25.0,3,MO,0.5455,0.625,1.0,0.9828,33.0,0.9868,,1,4.0
regular,111,2014,1674,0,0,0,0,13.0,0,MO,0.7,0.7,6.0,0.8983,149.0,0.9448,,-1,4.0
regular,111,2015,1644,1,0,0,3,31.0,0,MO,0.0,0.0,8.0,0.8621,248.0,0.9137,,1,4.0
regular,111,2016,1688,0,0,1,1,24.0,2,MO,0.5833,0.7,5.0,0.9153,147.0,0.9528,Alliance 7,2,4.0
regular,111,2017,1616,0,0,0,2,21.0,3,MO,0.5385,0.6,5.0,0.9107,406.0,0.8781,Alliance 8,1,4.0
regular,111,2018,1604,0,0,0,2,55.0,0,MI,0.4,0.4,11.0,0.8103,497.0,0.8626,,-1,4.0
regular,111,2019,1702,2,2,0,4,43.0,7,MI,0.6176,0.45,3.0,0.9531,165.0,0.9561,Alliance 2,1,4.0
regular,111,2022,1827,2,2,0,4,6.0,4,TX,0.7143,0.8,1.0,0.9808,15.0,0.9951,Alliance 2,1,4.0
regular,111,2023,1826,2,2,0,4,5.0,3,TX,0.7308,0.85,1.0,0.9811,17.0,0.9948,Alliance 4,0,4.0
regular,1111,2007,1450,0,0,0,1,84.0,0,GA,0.1429,0.1429,17.0,0.2917,893.0,0.2969,,-1,
regular,1111,2010,1561,0,0,0,2,69.0,0,GA,0.4,0.4,6.0,0.8,369.0,0.7949,,-1,
regular,1111,2012,1550,0,0,0,1,90.0,0,MO,0.2222,0.2222,11.0,0.6944,610.0,0.7384,,-1,
regular,1111,2013,1524,0,0,0,1,88.0,0,MO,0.25,0.25,17.0,0.5526,861.0,0.6568,,-1,
regular,1111,2015,1556,1,0,0,1,39.0,0,MO,0.0,0.0,6.0,0.8333,640.0,0.7772,,-1,
regular,1111,2017,1630,2,1,0,4,20.0,0,MO,0.6,0.6,2.0,0.95,328.0,0.9015,,-1,
regular,1111,2022,1665,3,2,0,4,16.0,0,TX,0.6,0.6,2.0,0.9429,189.0,0.9381,,-1,
